title,track_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Good Weed Bad B*tch,01iIIgdoDuKn3yaNguCMmG,K CAMP,0.575,0.63,6,-5.516,0,0.0603,0.1,0.0,0.0956,0.558,119.983,audio_features,spotify:track:01iIIgdoDuKn3yaNguCMmG,https://api.spotify.com/v1/tracks/01iIIgdoDuKn3yaNguCMmG,https://api.spotify.com/v1/audio-analysis/01iIIgdoDuKn3yaNguCMmG,200591,4
Mind Right,6xMOaXN29NI9cpUoFEjnLC,TK N Cash,0.752,0.734,5,-6.496,1,0.0906,0.000273,0.0,0.11,0.699,124.017,audio_features,spotify:track:6xMOaXN29NI9cpUoFEjnLC,https://api.spotify.com/v1/tracks/6xMOaXN29NI9cpUoFEjnLC,https://api.spotify.com/v1/audio-analysis/6xMOaXN29NI9cpUoFEjnLC,235133,4
Ur So Gay,66N2vLOjbT703PgY5GWWt1,Katy Perry,0.653,0.838,4,-5.382,0,0.0496,0.0372,6.38e-06,0.129,0.632,78.992,audio_features,spotify:track:66N2vLOjbT703PgY5GWWt1,https://api.spotify.com/v1/tracks/66N2vLOjbT703PgY5GWWt1,https://api.spotify.com/v1/audio-analysis/66N2vLOjbT703PgY5GWWt1,219880,4
One Of The Boys,1z2RYgAL2fPmjHUf5zRMTU,Katy Perry,0.564,0.91,5,-2.393,1,0.0522,0.00201,2.08e-06,0.0818,0.675,145.953,audio_features,spotify:track:1z2RYgAL2fPmjHUf5zRMTU,https://api.spotify.com/v1/tracks/1z2RYgAL2fPmjHUf5zRMTU,https://api.spotify.com/v1/audio-analysis/1z2RYgAL2fPmjHUf5zRMTU,247653,4
Where Is The Love?,3CNqo3gYrfexdrtjFmC9he,Black Eyed Peas,0.834,0.696,5,-3.224,1,0.197,0.11,0.0,0.13,0.804,94.09,audio_features,spotify:track:3CNqo3gYrfexdrtjFmC9he,https://api.spotify.com/v1/tracks/3CNqo3gYrfexdrtjFmC9he,https://api.spotify.com/v1/audio-analysis/3CNqo3gYrfexdrtjFmC9he,272533,4
Who Knew,4pSPMXaCjbaV3VSzZQYC7H,P!nk,0.689,0.737,9,-4.516,1,0.0268,0.00482,0.0,0.0777,0.47,140.0,audio_features,spotify:track:4pSPMXaCjbaV3VSzZQYC7H,https://api.spotify.com/v1/tracks/4pSPMXaCjbaV3VSzZQYC7H,https://api.spotify.com/v1/audio-analysis/4pSPMXaCjbaV3VSzZQYC7H,207893,4
Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,Meghan Trainor,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,audio_features,spotify:track:2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,225053,3
The Language,3Qu5bTS5AvgS0TpeGhQyfc,Drake,0.831,0.651,1,-8.363,1,0.437,0.0125,0.0,0.0809,0.502,120.064,audio_features,spotify:track:3Qu5bTS5AvgS0TpeGhQyfc,https://api.spotify.com/v1/tracks/3Qu5bTS5AvgS0TpeGhQyfc,https://api.spotify.com/v1/audio-analysis/3Qu5bTS5AvgS0TpeGhQyfc,224013,4
The Real Her,29rK5iNto6z2Qd78YgWb8B,Drake,0.567,0.309,8,-14.254,1,0.385,0.166,0.0,0.12,0.509,65.041,audio_features,spotify:track:29rK5iNto6z2Qd78YgWb8B,https://api.spotify.com/v1/tracks/29rK5iNto6z2Qd78YgWb8B,https://api.spotify.com/v1/audio-analysis/29rK5iNto6z2Qd78YgWb8B,321080,4
I Like,2KqyIbbCPKhNfqqzUVq9H9,Jeremih,0.83,0.616,4,-7.383,0,0.0499,0.243,0.0,0.0477,0.386,123.965,audio_features,spotify:track:2KqyIbbCPKhNfqqzUVq9H9,https://api.spotify.com/v1/tracks/2KqyIbbCPKhNfqqzUVq9H9,https://api.spotify.com/v1/audio-analysis/2KqyIbbCPKhNfqqzUVq9H9,218600,4
I'm Single,3C9UV0uRiF3DAKe1tCWIdU,Lil Wayne,0.567,0.381,5,-5.238,0,0.507,0.044,0.0,0.107,0.689,85.537,audio_features,spotify:track:3C9UV0uRiF3DAKe1tCWIdU,https://api.spotify.com/v1/tracks/3C9UV0uRiF3DAKe1tCWIdU,https://api.spotify.com/v1/audio-analysis/3C9UV0uRiF3DAKe1tCWIdU,333040,5
Tonight,3YgirsjioZ49gXrrGtTY91,Ryan Kinder,0.599,0.837,11,-5.927,1,0.0238,0.0111,0.000526,0.206,0.252,106.325,audio_features,spotify:track:3YgirsjioZ49gXrrGtTY91,https://api.spotify.com/v1/tracks/3YgirsjioZ49gXrrGtTY91,https://api.spotify.com/v1/audio-analysis/3YgirsjioZ49gXrrGtTY91,227107,4
Slow Motion,4NYwy0R3NdvORX2B6OZXBT,Trey Songz,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,audio_features,spotify:track:4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/audio-analysis/4NYwy0R3NdvORX2B6OZXBT,197854,4
Love Faces,5rX60GiR64Epgri9Ubjzg9,Trey Songz,0.654,0.599,11,-6.699,1,0.0563,0.0599,0.0,0.161,0.333,119.778,audio_features,spotify:track:5rX60GiR64Epgri9Ubjzg9,https://api.spotify.com/v1/tracks/5rX60GiR64Epgri9Ubjzg9,https://api.spotify.com/v1/audio-analysis/5rX60GiR64Epgri9Ubjzg9,243800,4
Heart Attack,25CA8QVJQrh5R05UUCaODM,Trey Songz,0.608,0.863,11,-4.87,1,0.131,0.0593,0.0,0.228,0.476,150.029,audio_features,spotify:track:25CA8QVJQrh5R05UUCaODM,https://api.spotify.com/v1/tracks/25CA8QVJQrh5R05UUCaODM,https://api.spotify.com/v1/audio-analysis/25CA8QVJQrh5R05UUCaODM,233147,4
I Invented Sex (feat. Drake),1Ug1mV9h5qVSs4rvvnQWux,Trey Songz,0.69,0.76,0,-4.778,1,0.0587,0.0678,0.0,0.184,0.468,89.958,audio_features,spotify:track:1Ug1mV9h5qVSs4rvvnQWux,https://api.spotify.com/v1/tracks/1Ug1mV9h5qVSs4rvvnQWux,https://api.spotify.com/v1/audio-analysis/1Ug1mV9h5qVSs4rvvnQWux,247933,4
Just Over,38vLguTFnK0UBTyp51pTS9,Luke Bryan,0.618,0.897,10,-2.484,1,0.0413,0.208,0.0,0.126,0.561,108.029,audio_features,spotify:track:38vLguTFnK0UBTyp51pTS9,https://api.spotify.com/v1/tracks/38vLguTFnK0UBTyp51pTS9,https://api.spotify.com/v1/audio-analysis/38vLguTFnK0UBTyp51pTS9,193627,4
Scarecrows,7J4a3g6TIJfOjrYVDS5Tj3,Luke Bryan,0.524,0.831,5,-2.262,0,0.0319,0.11,0.0,0.109,0.46,135.817,audio_features,spotify:track:7J4a3g6TIJfOjrYVDS5Tj3,https://api.spotify.com/v1/tracks/7J4a3g6TIJfOjrYVDS5Tj3,https://api.spotify.com/v1/audio-analysis/7J4a3g6TIJfOjrYVDS5Tj3,216800,4
The Sand I Brought To The Beach,0Yn4ViDYZmogyyknXFdfep,Luke Bryan,0.623,0.888,9,-3.554,1,0.0507,0.00344,0.0,0.398,0.747,114.996,audio_features,spotify:track:0Yn4ViDYZmogyyknXFdfep,https://api.spotify.com/v1/tracks/0Yn4ViDYZmogyyknXFdfep,https://api.spotify.com/v1/audio-analysis/0Yn4ViDYZmogyyknXFdfep,208587,4
Beer In The Headlights,1eFiehZXXGbxfkZx9mraUj,Luke Bryan,0.454,0.96,11,-2.777,0,0.0953,0.0141,0.0,0.337,0.515,153.948,audio_features,spotify:track:1eFiehZXXGbxfkZx9mraUj,https://api.spotify.com/v1/tracks/1eFiehZXXGbxfkZx9mraUj,https://api.spotify.com/v1/audio-analysis/1eFiehZXXGbxfkZx9mraUj,171867,4
Are You Leaving With Him,7z6s46Ty2Gx4KFV6qeldC6,Luke Bryan,0.509,0.853,2,-4.737,1,0.0577,0.0186,0.0,0.0812,0.637,157.833,audio_features,spotify:track:7z6s46Ty2Gx4KFV6qeldC6,https://api.spotify.com/v1/tracks/7z6s46Ty2Gx4KFV6qeldC6,https://api.spotify.com/v1/audio-analysis/7z6s46Ty2Gx4KFV6qeldC6,203973,4
We Run This Town,5j3bIq9m4oZEoGs9wz1ATw,Luke Bryan,0.433,0.793,4,-4.363,1,0.0403,0.186,0.0,0.263,0.629,172.05,audio_features,spotify:track:5j3bIq9m4oZEoGs9wz1ATw,https://api.spotify.com/v1/tracks/5j3bIq9m4oZEoGs9wz1ATw,https://api.spotify.com/v1/audio-analysis/5j3bIq9m4oZEoGs9wz1ATw,193680,4
Dirt Road Diary,44CrEafj3AU5cquvEi1tBg,Luke Bryan,0.53,0.841,8,-4.22,1,0.0432,0.267,0.0,0.0909,0.52,146.703,audio_features,spotify:track:44CrEafj3AU5cquvEi1tBg,https://api.spotify.com/v1/tracks/44CrEafj3AU5cquvEi1tBg,https://api.spotify.com/v1/audio-analysis/44CrEafj3AU5cquvEi1tBg,211013,4
Too Damn Young,6wfaxgakSIQsHcYBzjNggy,Luke Bryan,0.626,0.627,0,-4.915,1,0.0265,0.409,0.0,0.108,0.371,138.061,audio_features,spotify:track:6wfaxgakSIQsHcYBzjNggy,https://api.spotify.com/v1/tracks/6wfaxgakSIQsHcYBzjNggy,https://api.spotify.com/v1/audio-analysis/6wfaxgakSIQsHcYBzjNggy,216013,4
I Know You're Gonna Be There,4AkXiViT54tYsgv6rSRpgJ,Luke Bryan,0.559,0.66,8,-4.445,1,0.036,0.14,0.0,0.0955,0.472,155.97,audio_features,spotify:track:4AkXiViT54tYsgv6rSRpgJ,https://api.spotify.com/v1/tracks/4AkXiViT54tYsgv6rSRpgJ,https://api.spotify.com/v1/audio-analysis/4AkXiViT54tYsgv6rSRpgJ,216973,4
"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,Eminem,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,audio_features,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/audio-analysis/5Z01UMMf7V1o0MzF86s6WJ,326467,4
Going Through Changes,0ZqWBTU1EkdVPAMwQgfKiv,Eminem,0.693,0.899,0,-4.084,1,0.259,0.0197,0.0,0.0594,0.319,86.048,audio_features,spotify:track:0ZqWBTU1EkdVPAMwQgfKiv,https://api.spotify.com/v1/tracks/0ZqWBTU1EkdVPAMwQgfKiv,https://api.spotify.com/v1/audio-analysis/0ZqWBTU1EkdVPAMwQgfKiv,298893,4
Space Bound,0sHW1jXe6Sou3437gJQNGA,Eminem,0.668,0.886,0,-3.474,1,0.117,0.0417,0.0,0.459,0.503,142.002,audio_features,spotify:track:0sHW1jXe6Sou3437gJQNGA,https://api.spotify.com/v1/tracks/0sHW1jXe6Sou3437gJQNGA,https://api.spotify.com/v1/audio-analysis/0sHW1jXe6Sou3437gJQNGA,278640,4
The Way I Am,2sGSId790ABFzGXx9VEdwl,Eminem,0.671,0.852,7,-3.315,1,0.272,0.137,0.0,0.311,0.325,87.027,audio_features,spotify:track:2sGSId790ABFzGXx9VEdwl,https://api.spotify.com/v1/tracks/2sGSId790ABFzGXx9VEdwl,https://api.spotify.com/v1/audio-analysis/2sGSId790ABFzGXx9VEdwl,291120,4
Like Toy Soldiers,3Q0mJByJRrUTZGrBFYnfCP,Eminem,0.684,0.772,8,-3.443,0,0.275,0.0211,0.000464,0.0948,0.4,82.202,audio_features,spotify:track:3Q0mJByJRrUTZGrBFYnfCP,https://api.spotify.com/v1/tracks/3Q0mJByJRrUTZGrBFYnfCP,https://api.spotify.com/v1/audio-analysis/3Q0mJByJRrUTZGrBFYnfCP,295667,4
Mockingbird,0TGd9kXFDRQG9FF0netmah,Eminem,0.651,0.67,0,-3.786,1,0.283,0.209,0.0,0.122,0.241,83.558,audio_features,spotify:track:0TGd9kXFDRQG9FF0netmah,https://api.spotify.com/v1/tracks/0TGd9kXFDRQG9FF0netmah,https://api.spotify.com/v1/audio-analysis/0TGd9kXFDRQG9FF0netmah,251267,4
Cleanin' Out My Closet,4ni8GyT1Lwn1LVl88MJsQd,Eminem,0.907,0.766,9,-4.742,0,0.173,0.0813,0.0,0.11,0.875,147.996,audio_features,spotify:track:4ni8GyT1Lwn1LVl88MJsQd,https://api.spotify.com/v1/tracks/4ni8GyT1Lwn1LVl88MJsQd,https://api.spotify.com/v1/audio-analysis/4ni8GyT1Lwn1LVl88MJsQd,298960,4
These Things Happen,4jGqZyJhgM89rnIzCV2qZz,G-Eazy,0.521,0.682,7,-9.04,1,0.446,0.0597,0.0,0.0745,0.388,86.87,audio_features,spotify:track:4jGqZyJhgM89rnIzCV2qZz,https://api.spotify.com/v1/tracks/4jGqZyJhgM89rnIzCV2qZz,https://api.spotify.com/v1/audio-analysis/4jGqZyJhgM89rnIzCV2qZz,144173,4
Far Alone (feat. E-40 & Jay Ant),7f1M8ElwbsDozUiWkoAN3I,G-Eazy,0.721,0.666,1,-8.226,1,0.0662,0.0724,0.0,0.217,0.323,97.998,audio_features,spotify:track:7f1M8ElwbsDozUiWkoAN3I,https://api.spotify.com/v1/tracks/7f1M8ElwbsDozUiWkoAN3I,https://api.spotify.com/v1/audio-analysis/7f1M8ElwbsDozUiWkoAN3I,267973,4
Almost Famous,3Uw0h4GVLVjoUEToSWe0gY,G-Eazy,0.696,0.522,9,-9.489,0,0.0872,0.0337,6.35e-06,0.113,0.0934,124.025,audio_features,spotify:track:3Uw0h4GVLVjoUEToSWe0gY,https://api.spotify.com/v1/tracks/3Uw0h4GVLVjoUEToSWe0gY,https://api.spotify.com/v1/audio-analysis/3Uw0h4GVLVjoUEToSWe0gY,268920,4
Let's Get Lost (feat. Devon Baldwin),5DSr1NMci58MEgS20vivSL,G-Eazy,0.671,0.672,4,-9.188,0,0.12,0.103,3.98e-05,0.074,0.186,117.96,audio_features,spotify:track:5DSr1NMci58MEgS20vivSL,https://api.spotify.com/v1/tracks/5DSr1NMci58MEgS20vivSL,https://api.spotify.com/v1/audio-analysis/5DSr1NMci58MEgS20vivSL,240680,4
Mr. Misunderstood,79dlQxvdsCDApoM8XChkpy,Eric Church,0.385,0.808,7,-6.67,1,0.045,0.0629,0.0,0.33,0.546,129.22,audio_features,spotify:track:79dlQxvdsCDApoM8XChkpy,https://api.spotify.com/v1/tracks/79dlQxvdsCDApoM8XChkpy,https://api.spotify.com/v1/audio-analysis/79dlQxvdsCDApoM8XChkpy,319240,4
Three Year Old,579wiJu8HXaGXod6rU3NiB,Eric Church,0.725,0.321,10,-14.517,1,0.055,0.735,0.00105,0.0987,0.576,76.968,audio_features,spotify:track:579wiJu8HXaGXod6rU3NiB,https://api.spotify.com/v1/tracks/579wiJu8HXaGXod6rU3NiB,https://api.spotify.com/v1/audio-analysis/579wiJu8HXaGXod6rU3NiB,226827,4
Jack Daniels,0EsozsJjBFWTGXcfQHU7iQ,Eric Church,0.735,0.732,2,-6.284,1,0.0415,0.257,0.0698,0.0587,0.92,144.674,audio_features,spotify:track:0EsozsJjBFWTGXcfQHU7iQ,https://api.spotify.com/v1/tracks/0EsozsJjBFWTGXcfQHU7iQ,https://api.spotify.com/v1/audio-analysis/0EsozsJjBFWTGXcfQHU7iQ,304040,4
Over When It's Over,59FhRUTbBuT05t8w1dvWLI,Eric Church,0.564,0.531,0,-5.88,1,0.0359,0.0296,0.0,0.107,0.842,138.406,audio_features,spotify:track:59FhRUTbBuT05t8w1dvWLI,https://api.spotify.com/v1/tracks/59FhRUTbBuT05t8w1dvWLI,https://api.spotify.com/v1/audio-analysis/59FhRUTbBuT05t8w1dvWLI,159720,4
Acquainted,7uJH0YdSZL6psjxI6Xy08b,The Weeknd,0.372,0.478,7,-9.835,0,0.0503,0.482,0.0,0.0844,0.254,101.102,audio_features,spotify:track:7uJH0YdSZL6psjxI6Xy08b,https://api.spotify.com/v1/tracks/7uJH0YdSZL6psjxI6Xy08b,https://api.spotify.com/v1/audio-analysis/7uJH0YdSZL6psjxI6Xy08b,348853,4
In The Night,25KybV9BOUlvcnv7nN3Pyo,The Weeknd,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022,audio_features,spotify:track:25KybV9BOUlvcnv7nN3Pyo,https://api.spotify.com/v1/tracks/25KybV9BOUlvcnv7nN3Pyo,https://api.spotify.com/v1/audio-analysis/25KybV9BOUlvcnv7nN3Pyo,235653,3
Prisoner,1gZADNt16Oh23jWyMYRk4p,The Weeknd,0.551,0.405,0,-12.756,0,0.0398,0.443,0.000217,0.11,0.341,135.017,audio_features,spotify:track:1gZADNt16Oh23jWyMYRk4p,https://api.spotify.com/v1/tracks/1gZADNt16Oh23jWyMYRk4p,https://api.spotify.com/v1/audio-analysis/1gZADNt16Oh23jWyMYRk4p,274960,4
Twenty Eight,1FJrsh1NbV9eRw5JQt3M4e,The Weeknd,0.639,0.633,3,-7.338,0,0.0352,0.574,0.000218,0.111,0.243,129.996,audio_features,spotify:track:1FJrsh1NbV9eRw5JQt3M4e,https://api.spotify.com/v1/tracks/1FJrsh1NbV9eRw5JQt3M4e,https://api.spotify.com/v1/audio-analysis/1FJrsh1NbV9eRw5JQt3M4e,258453,4
The Birds Pt. 2,51LmI5GE3tHKISLNZMjDPC,The Weeknd,0.296,0.518,9,-9.571,0,0.0489,0.745,3.31e-05,0.462,0.0755,183.672,audio_features,spotify:track:51LmI5GE3tHKISLNZMjDPC,https://api.spotify.com/v1/tracks/51LmI5GE3tHKISLNZMjDPC,https://api.spotify.com/v1/audio-analysis/51LmI5GE3tHKISLNZMjDPC,350640,4
The Birds Pt. 1,323ujVhfSg16TlRK0PB5JY,The Weeknd,0.571,0.692,0,-6.656,0,0.0545,0.0245,0.0,0.0813,0.22,127.937,audio_features,spotify:track:323ujVhfSg16TlRK0PB5JY,https://api.spotify.com/v1/tracks/323ujVhfSg16TlRK0PB5JY,https://api.spotify.com/v1/audio-analysis/323ujVhfSg16TlRK0PB5JY,214187,4
Next,4m0KaNb0ClCOvgThd2Gv2b,The Weeknd,0.63,0.682,6,-7.317,1,0.0551,0.715,0.0,0.115,0.391,112.077,audio_features,spotify:track:4m0KaNb0ClCOvgThd2Gv2b,https://api.spotify.com/v1/tracks/4m0KaNb0ClCOvgThd2Gv2b,https://api.spotify.com/v1/audio-analysis/4m0KaNb0ClCOvgThd2Gv2b,360107,4
Smoke Break,46W2wkCzFerbeQbNz3EIaa,Carrie Underwood,0.453,0.839,11,-3.702,1,0.0511,0.0513,0.0,0.348,0.55,160.16,audio_features,spotify:track:46W2wkCzFerbeQbNz3EIaa,https://api.spotify.com/v1/tracks/46W2wkCzFerbeQbNz3EIaa,https://api.spotify.com/v1/audio-analysis/46W2wkCzFerbeQbNz3EIaa,198333,4
Heartbeat,05BgC2247XGi8ySwBzOO0o,Carrie Underwood,0.54,0.766,1,-4.478,1,0.05,0.606,0.0,0.0903,0.435,139.999,audio_features,spotify:track:05BgC2247XGi8ySwBzOO0o,https://api.spotify.com/v1/tracks/05BgC2247XGi8ySwBzOO0o,https://api.spotify.com/v1/audio-analysis/05BgC2247XGi8ySwBzOO0o,209920,4
Dirty Laundry,5qRRiqndqXaq2QBudIrkYU,Carrie Underwood,0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-05,0.111,0.5,200.179,audio_features,spotify:track:5qRRiqndqXaq2QBudIrkYU,https://api.spotify.com/v1/tracks/5qRRiqndqXaq2QBudIrkYU,https://api.spotify.com/v1/audio-analysis/5qRRiqndqXaq2QBudIrkYU,204093,4
Before He Cheats,3SjQ4I8IHB8HljhIrkGq3G,Carrie Underwood,0.502,0.786,6,-2.195,0,0.0425,0.243,0.0,0.157,0.28,147.939,audio_features,spotify:track:3SjQ4I8IHB8HljhIrkGq3G,https://api.spotify.com/v1/tracks/3SjQ4I8IHB8HljhIrkGq3G,https://api.spotify.com/v1/audio-analysis/3SjQ4I8IHB8HljhIrkGq3G,198987,4
All-American Girl,5Mma25t3nzqRksf4Z1Lzq2,Carrie Underwood,0.617,0.835,9,-2.111,1,0.0305,0.0412,0.0,0.296,0.738,123.986,audio_features,spotify:track:5Mma25t3nzqRksf4Z1Lzq2,https://api.spotify.com/v1/tracks/5Mma25t3nzqRksf4Z1Lzq2,https://api.spotify.com/v1/audio-analysis/5Mma25t3nzqRksf4Z1Lzq2,212173,4
I Told You So - feat. Randy Travis,4W3QcMXjWVYEiNe4khtNUF,Carrie Underwood,0.393,0.552,8,-3.526,1,0.0283,0.544,0.0,0.101,0.217,147.515,audio_features,spotify:track:4W3QcMXjWVYEiNe4khtNUF,https://api.spotify.com/v1/tracks/4W3QcMXjWVYEiNe4khtNUF,https://api.spotify.com/v1/audio-analysis/4W3QcMXjWVYEiNe4khtNUF,259800,4
Come Get Her,1Ser4X0TKttOvo8bgdytTP,Rae Sremmurd,0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,audio_features,spotify:track:1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/tracks/1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/audio-analysis/1Ser4X0TKttOvo8bgdytTP,212947,4
Throw Sum Mo,5uqphUYsR45kPYplrYSAQh,Rae Sremmurd,0.859,0.627,6,-7.91,0,0.13,0.0388,0.000202,0.101,0.594,142.062,audio_features,spotify:track:5uqphUYsR45kPYplrYSAQh,https://api.spotify.com/v1/tracks/5uqphUYsR45kPYplrYSAQh,https://api.spotify.com/v1/audio-analysis/5uqphUYsR45kPYplrYSAQh,260453,4
No Flex Zone,2L8cFPItBljPNJgPjTnuIf,Rae Sremmurd,0.925,0.518,8,-5.831,1,0.106,0.00433,0.0,0.0976,0.241,120.064,audio_features,spotify:track:2L8cFPItBljPNJgPjTnuIf,https://api.spotify.com/v1/tracks/2L8cFPItBljPNJgPjTnuIf,https://api.spotify.com/v1/audio-analysis/2L8cFPItBljPNJgPjTnuIf,231067,4
YNO,1UTdrjTrmIDKLADpcWnOWa,Rae Sremmurd,0.75,0.772,7,-4.409,1,0.0396,0.0885,0.0,0.194,0.155,105.02,audio_features,spotify:track:1UTdrjTrmIDKLADpcWnOWa,https://api.spotify.com/v1/tracks/1UTdrjTrmIDKLADpcWnOWa,https://api.spotify.com/v1/audio-analysis/1UTdrjTrmIDKLADpcWnOWa,324933,4
Safe Sex Pay Checks,41gjI27Qe5vzMHrLI7PpSS,Rae Sremmurd,0.68,0.79,8,-4.891,1,0.0863,0.019,0.0,0.271,0.504,120.019,audio_features,spotify:track:41gjI27Qe5vzMHrLI7PpSS,https://api.spotify.com/v1/tracks/41gjI27Qe5vzMHrLI7PpSS,https://api.spotify.com/v1/audio-analysis/41gjI27Qe5vzMHrLI7PpSS,296040,4
Come Thru,5CDy1I6rSt6vXdqIb87A6f,Drake,0.558,0.468,3,-5.812,1,0.173,0.159,0.0,0.586,0.405,81.977,audio_features,spotify:track:5CDy1I6rSt6vXdqIb87A6f,https://api.spotify.com/v1/tracks/5CDy1I6rSt6vXdqIb87A6f,https://api.spotify.com/v1/audio-analysis/5CDy1I6rSt6vXdqIb87A6f,236360,4
Headlines,7kfTqGMzIHFWeBeOJALzRf,Drake,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,audio_features,spotify:track:7kfTqGMzIHFWeBeOJALzRf,https://api.spotify.com/v1/tracks/7kfTqGMzIHFWeBeOJALzRf,https://api.spotify.com/v1/audio-analysis/7kfTqGMzIHFWeBeOJALzRf,235987,4
Doing It Wrong,06UZYUYbMqpaawLgoKwSw9,Drake,0.397,0.172,6,-15.698,0,0.0445,0.841,6.78e-05,0.108,0.123,101.275,audio_features,spotify:track:06UZYUYbMqpaawLgoKwSw9,https://api.spotify.com/v1/tracks/06UZYUYbMqpaawLgoKwSw9,https://api.spotify.com/v1/audio-analysis/06UZYUYbMqpaawLgoKwSw9,265120,4
Practice,4xKp0mZ2hY6eS0ii55KgKR,Drake,0.446,0.239,1,-15.327,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,audio_features,spotify:track:4xKp0mZ2hY6eS0ii55KgKR,https://api.spotify.com/v1/tracks/4xKp0mZ2hY6eS0ii55KgKR,https://api.spotify.com/v1/audio-analysis/4xKp0mZ2hY6eS0ii55KgKR,237733,4
No Worries,2DLsQuwxEdXt2yp54vw355,Lil Wayne,0.844,0.592,5,-5.486,1,0.199,0.085,0.0,0.0817,0.819,128.033,audio_features,spotify:track:2DLsQuwxEdXt2yp54vw355,https://api.spotify.com/v1/tracks/2DLsQuwxEdXt2yp54vw355,https://api.spotify.com/v1/audio-analysis/2DLsQuwxEdXt2yp54vw355,221000,4
Love Me,7tGlzXJv6GD5e5qlu5YmDg,Lil Wayne,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,audio_features,spotify:track:7tGlzXJv6GD5e5qlu5YmDg,https://api.spotify.com/v1/tracks/7tGlzXJv6GD5e5qlu5YmDg,https://api.spotify.com/v1/audio-analysis/7tGlzXJv6GD5e5qlu5YmDg,253440,4
Blunt Blowin,6v2eEC9Nr9POe5xPUm8361,Lil Wayne,0.721,0.738,2,-5.682,1,0.0649,0.00222,0.0,0.224,0.375,135.988,audio_features,spotify:track:6v2eEC9Nr9POe5xPUm8361,https://api.spotify.com/v1/tracks/6v2eEC9Nr9POe5xPUm8361,https://api.spotify.com/v1/audio-analysis/6v2eEC9Nr9POe5xPUm8361,312960,4
She Will,3FFcZZq3Z3EJrhUecwcMdG,Lil Wayne,0.364,0.841,8,-4.831,1,0.119,0.000402,0.0,0.242,0.0837,100.14,audio_features,spotify:track:3FFcZZq3Z3EJrhUecwcMdG,https://api.spotify.com/v1/tracks/3FFcZZq3Z3EJrhUecwcMdG,https://api.spotify.com/v1/audio-analysis/3FFcZZq3Z3EJrhUecwcMdG,305840,5
Gonorrhea,2k79z9A1dbdQ8gQG8M1Zz5,Lil Wayne,0.715,0.745,9,-5.71,1,0.25,0.0311,0.0,0.0823,0.687,148.042,audio_features,spotify:track:2k79z9A1dbdQ8gQG8M1Zz5,https://api.spotify.com/v1/tracks/2k79z9A1dbdQ8gQG8M1Zz5,https://api.spotify.com/v1/audio-analysis/2k79z9A1dbdQ8gQG8M1Zz5,262440,4
Bill Gates,610FzmkhFSsORpECZbjT4X,Lil Wayne,0.564,0.798,7,-5.392,1,0.227,0.274,3.44e-05,0.129,0.669,90.67,audio_features,spotify:track:610FzmkhFSsORpECZbjT4X,https://api.spotify.com/v1/tracks/610FzmkhFSsORpECZbjT4X,https://api.spotify.com/v1/audio-analysis/610FzmkhFSsORpECZbjT4X,258787,5
Da Da Da,3iR22vE1kjbqbjiHbz10Eu,Lil Wayne,0.76,0.834,11,-4.156,0,0.0399,0.00513,0.0116,0.38,0.663,134.998,audio_features,spotify:track:3iR22vE1kjbqbjiHbz10Eu,https://api.spotify.com/v1/tracks/3iR22vE1kjbqbjiHbz10Eu,https://api.spotify.com/v1/audio-analysis/3iR22vE1kjbqbjiHbz10Eu,220493,4
Research,0nfkzX4y8O7Jxotd7bCu2C,Big Sean,0.764,0.759,8,-4.494,1,0.244,0.216,0.0,0.308,0.762,143.037,audio_features,spotify:track:0nfkzX4y8O7Jxotd7bCu2C,https://api.spotify.com/v1/tracks/0nfkzX4y8O7Jxotd7bCu2C,https://api.spotify.com/v1/audio-analysis/0nfkzX4y8O7Jxotd7bCu2C,230280,4
