title,track_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Needle,5PdaDQYNNZNxrBNHI31oNq,Ramin Djawadi,0.683,0.63,11,-13.661,0,0.0348,0.81,0.959,0.102,0.69,139.957,audio_features,spotify:track:5PdaDQYNNZNxrBNHI31oNq,https://api.spotify.com/v1/tracks/5PdaDQYNNZNxrBNHI31oNq,https://api.spotify.com/v1/audio-analysis/5PdaDQYNNZNxrBNHI31oNq,176147,3
Reign,0eporXhSjE9TsGX5TiR80F,Ramin Djawadi,0.377,0.611,1,-10.821,1,0.0508,0.621,0.861,0.106,0.263,80.019,audio_features,spotify:track:0eporXhSjE9TsGX5TiR80F,https://api.spotify.com/v1/tracks/0eporXhSjE9TsGX5TiR80F,https://api.spotify.com/v1/audio-analysis/0eporXhSjE9TsGX5TiR80F,196256,3
Forgive Me,4xZlFO2AFLeJ1SIwNdFhl0,Ramin Djawadi,0.1,0.0375,5,-29.5,1,0.0491,0.549,0.909,0.109,0.0279,86.743,audio_features,spotify:track:4xZlFO2AFLeJ1SIwNdFhl0,https://api.spotify.com/v1/tracks/4xZlFO2AFLeJ1SIwNdFhl0,https://api.spotify.com/v1/audio-analysis/4xZlFO2AFLeJ1SIwNdFhl0,151240,4
Tulou Tagaloa,7k8XzXCHEPLAnQFvk4gSiZ,Olivia Foa'i,0.285,0.445,7,-10.692,1,0.04,0.466,0.121,0.151,0.213,124.152,audio_features,spotify:track:7k8XzXCHEPLAnQFvk4gSiZ,https://api.spotify.com/v1/tracks/7k8XzXCHEPLAnQFvk4gSiZ,https://api.spotify.com/v1/audio-analysis/7k8XzXCHEPLAnQFvk4gSiZ,51933,5
An Innocent Warrior,6Av6GXlc3xqnuVTsXoS4eF,Vai Mahina,0.215,0.194,7,-11.293,1,0.0336,0.921,0.000219,0.109,0.135,81.68,audio_features,spotify:track:6Av6GXlc3xqnuVTsXoS4eF,https://api.spotify.com/v1/tracks/6Av6GXlc3xqnuVTsXoS4eF,https://api.spotify.com/v1/audio-analysis/6Av6GXlc3xqnuVTsXoS4eF,97413,3
Logo Te Pate,7AG9p8e9YnBJS1l6Hm8W69,Olivia Foa'i,0.741,0.818,11,-7.161,1,0.0639,0.306,0.000182,0.0704,0.908,137.872,audio_features,spotify:track:7AG9p8e9YnBJS1l6Hm8W69,https://api.spotify.com/v1/tracks/7AG9p8e9YnBJS1l6Hm8W69,https://api.spotify.com/v1/audio-analysis/7AG9p8e9YnBJS1l6Hm8W69,130173,4
Know Who You Are,1Ekux0DAs6ZktCqXn4rBJ6,Auli'i Cravalho,0.182,0.141,11,-20.723,0,0.0354,0.942,0.0406,0.103,0.164,164.27,audio_features,spotify:track:1Ekux0DAs6ZktCqXn4rBJ6,https://api.spotify.com/v1/tracks/1Ekux0DAs6ZktCqXn4rBJ6,https://api.spotify.com/v1/audio-analysis/1Ekux0DAs6ZktCqXn4rBJ6,72627,1
Prologue,1fg7eHEyhYdPLzbHq3WZTv,Mark Mancina,0.408,0.587,7,-14.862,1,0.0597,0.196,0.836,0.124,0.12,118.579,audio_features,spotify:track:1fg7eHEyhYdPLzbHq3WZTv,https://api.spotify.com/v1/tracks/1fg7eHEyhYdPLzbHq3WZTv,https://api.spotify.com/v1/audio-analysis/1fg7eHEyhYdPLzbHq3WZTv,145440,4
Cavern,3FTCF0dijxmZR485Tcm5th,Mark Mancina,0.0672,0.0681,10,-20.653,1,0.0423,0.902,0.908,0.104,0.0311,73.611,audio_features,spotify:track:3FTCF0dijxmZR485Tcm5th,https://api.spotify.com/v1/tracks/3FTCF0dijxmZR485Tcm5th,https://api.spotify.com/v1/audio-analysis/3FTCF0dijxmZR485Tcm5th,125293,1
Te Fiti Restored,2Iwu3KaZpWZhB8JcStETxY,Mark Mancina,0.326,0.841,6,-8.473,0,0.123,0.639,0.957,0.086,0.0822,130.791,audio_features,spotify:track:2Iwu3KaZpWZhB8JcStETxY,https://api.spotify.com/v1/tracks/2Iwu3KaZpWZhB8JcStETxY,https://api.spotify.com/v1/audio-analysis/2Iwu3KaZpWZhB8JcStETxY,63347,3
Voyager Tagaloa,72QS1WL6LFCVK9trZ7gJw6,Mark Mancina,0.637,0.826,5,-8.45,1,0.0362,0.165,0.00375,0.264,0.151,112.082,audio_features,spotify:track:72QS1WL6LFCVK9trZ7gJw6,https://api.spotify.com/v1/tracks/72QS1WL6LFCVK9trZ7gJw6,https://api.spotify.com/v1/audio-analysis/72QS1WL6LFCVK9trZ7gJw6,57267,4
Toe Feiloa'i,1uOiEGwrCyUGUuZiDcVDEm,Mark Mancina,0.224,0.652,11,-8.552,1,0.0385,0.895,0.938,0.114,0.0677,109.813,audio_features,spotify:track:1uOiEGwrCyUGUuZiDcVDEm,https://api.spotify.com/v1/tracks/1uOiEGwrCyUGUuZiDcVDEm,https://api.spotify.com/v1/audio-analysis/1uOiEGwrCyUGUuZiDcVDEm,85333,3
Navigating Home,2XllDA4vX815RvMNKcX6AI,Mark Mancina,0.174,0.352,1,-11.62,0,0.0419,0.97,0.899,0.0817,0.115,63.063,audio_features,spotify:track:2XllDA4vX815RvMNKcX6AI,https://api.spotify.com/v1/tracks/2XllDA4vX815RvMNKcX6AI,https://api.spotify.com/v1/audio-analysis/2XllDA4vX815RvMNKcX6AI,47987,4
The Return to Voyaging,1DKhHOH8VhTr9mV2JxzefG,Mark Mancina,0.571,0.636,9,-10.674,1,0.0347,0.475,0.504,0.0985,0.211,112.372,audio_features,spotify:track:1DKhHOH8VhTr9mV2JxzefG,https://api.spotify.com/v1/tracks/1DKhHOH8VhTr9mV2JxzefG,https://api.spotify.com/v1/audio-analysis/1DKhHOH8VhTr9mV2JxzefG,61987,4
Homecoming,1s3uqWTSWI4pRMn9uWb2oD,Lisa Gerrard,0.355,0.207,0,-19.664,0,0.0409,0.63,0.568,0.157,0.0606,126.049,audio_features,spotify:track:1s3uqWTSWI4pRMn9uWb2oD,https://api.spotify.com/v1/tracks/1s3uqWTSWI4pRMn9uWb2oD,https://api.spotify.com/v1/audio-analysis/1s3uqWTSWI4pRMn9uWb2oD,215973,5
The Battle,6eh67gdCTEpfZ5E2hCojiH,Hans Zimmer,0.203,0.378,7,-14.317,1,0.0477,0.664,0.915,0.117,0.101,168.788,audio_features,spotify:track:6eh67gdCTEpfZ5E2hCojiH,https://api.spotify.com/v1/tracks/6eh67gdCTEpfZ5E2hCojiH,https://api.spotify.com/v1/audio-analysis/6eh67gdCTEpfZ5E2hCojiH,602227,3
Duduk Of The North,0J9k0wj1CPpgC6dgHUASWr,Lisa Gerrard,0.193,0.142,2,-19.996,0,0.0385,0.975,0.934,0.122,0.0377,102.638,audio_features,spotify:track:0J9k0wj1CPpgC6dgHUASWr,https://api.spotify.com/v1/tracks/0J9k0wj1CPpgC6dgHUASWr,https://api.spotify.com/v1/audio-analysis/0J9k0wj1CPpgC6dgHUASWr,333333,4
"Danse macabre in G Minor, Op. 40",1IM8x4lxZVOOP9gpQD6c5s,Camille Saint-Saëns,0.442,0.181,7,-20.419,0,0.0443,0.906,0.656,0.0598,0.172,115.884,audio_features,spotify:track:1IM8x4lxZVOOP9gpQD6c5s,https://api.spotify.com/v1/tracks/1IM8x4lxZVOOP9gpQD6c5s,https://api.spotify.com/v1/audio-analysis/1IM8x4lxZVOOP9gpQD6c5s,432133,4
Enigma Variations: Nimrod,36XkWMbxnHq6aBc9fLdmFm,Edward Elgar,0.152,0.0493,3,-24.501,1,0.0361,0.945,0.855,0.154,0.0357,89.144,audio_features,spotify:track:36XkWMbxnHq6aBc9fLdmFm,https://api.spotify.com/v1/tracks/36XkWMbxnHq6aBc9fLdmFm,https://api.spotify.com/v1/audio-analysis/36XkWMbxnHq6aBc9fLdmFm,264587,3
"Swan Lake (Suite), Op.20a, TH 219: 1. Scene - Swan Theme",2XRnbXXt4vdrPdI3QL8Lym,Pyotr Ilyich Tchaikovsky,0.0786,0.227,4,-16.041,0,0.041,0.919,0.924,0.138,0.056,69.884,audio_features,spotify:track:2XRnbXXt4vdrPdI3QL8Lym,https://api.spotify.com/v1/tracks/2XRnbXXt4vdrPdI3QL8Lym,https://api.spotify.com/v1/audio-analysis/2XRnbXXt4vdrPdI3QL8Lym,185440,4
Swan Lake: No. 13 Danses des cygnes: Allegro moderato,0BsSkXxPlc8MfYI8WdFjnB,Pyotr Ilyich Tchaikovsky,0.58,0.0427,6,-32.398,0,0.0367,0.949,0.987,0.065,0.774,113.911,audio_features,spotify:track:0BsSkXxPlc8MfYI8WdFjnB,https://api.spotify.com/v1/tracks/0BsSkXxPlc8MfYI8WdFjnB,https://api.spotify.com/v1/audio-analysis/0BsSkXxPlc8MfYI8WdFjnB,87173,4
"Swan Lake, Op.20, Act I: 9. Finale (Andante)",3w46uqVuDLa0bGWHRFF1hG,Pyotr Ilyich Tchaikovsky,0.176,0.189,11,-19.049,1,0.0358,0.886,0.829,0.0829,0.169,81.97,audio_features,spotify:track:3w46uqVuDLa0bGWHRFF1hG,https://api.spotify.com/v1/tracks/3w46uqVuDLa0bGWHRFF1hG,https://api.spotify.com/v1/audio-analysis/3w46uqVuDLa0bGWHRFF1hG,159373,4
Swan Lake: No. 29 Scène finale,2lqTr7mK9fMCCWpX2Fdmna,Pyotr Ilyich Tchaikovsky,0.242,0.415,11,-11.941,1,0.0505,0.795,0.944,0.0909,0.0553,114.721,audio_features,spotify:track:2lqTr7mK9fMCCWpX2Fdmna,https://api.spotify.com/v1/tracks/2lqTr7mK9fMCCWpX2Fdmna,https://api.spotify.com/v1/audio-analysis/2lqTr7mK9fMCCWpX2Fdmna,320973,4
The Tower (Bonus Track),4mtMfqAhG6c7bXllmMdq3M,Ramin Djawadi,0.125,0.17,7,-16.608,0,0.0414,0.0687,0.925,0.0996,0.0299,97.171,audio_features,spotify:track:4mtMfqAhG6c7bXllmMdq3M,https://api.spotify.com/v1/tracks/4mtMfqAhG6c7bXllmMdq3M,https://api.spotify.com/v1/audio-analysis/4mtMfqAhG6c7bXllmMdq3M,153577,4
For the Realm,419ayStS65If2ycK6nn8iu,Ramin Djawadi,0.415,0.123,11,-22.029,0,0.0558,0.924,0.896,0.103,0.5,159.635,audio_features,spotify:track:419ayStS65If2ycK6nn8iu,https://api.spotify.com/v1/tracks/419ayStS65If2ycK6nn8iu,https://api.spotify.com/v1/audio-analysis/419ayStS65If2ycK6nn8iu,91093,3
Warrior Of Light,5qGiybwCZ1gENFmtkmHbA6,Ramin Djawadi,0.232,0.19,4,-16.641,0,0.0365,0.769,0.924,0.0919,0.031,120.063,audio_features,spotify:track:5qGiybwCZ1gENFmtkmHbA6,https://api.spotify.com/v1/tracks/5qGiybwCZ1gENFmtkmHbA6,https://api.spotify.com/v1/audio-analysis/5qGiybwCZ1gENFmtkmHbA6,184053,4
"Goodbye Brother - From The ""Game Of Thrones"" Soundtrack",5n44Y1e8exufbm9mmAvopf,Ramin Djawadi,0.17,0.0234,3,-28.042,1,0.0452,0.714,0.891,0.118,0.0326,127.138,audio_features,spotify:track:5n44Y1e8exufbm9mmAvopf,https://api.spotify.com/v1/tracks/5n44Y1e8exufbm9mmAvopf,https://api.spotify.com/v1/audio-analysis/5n44Y1e8exufbm9mmAvopf,187280,4
You Win Or You Die,3HcB99bdn7ukgM2Rkg10WR,Ramin Djawadi,0.101,0.0539,10,-26.535,1,0.0302,0.489,0.891,0.114,0.0467,76.872,audio_features,spotify:track:3HcB99bdn7ukgM2Rkg10WR,https://api.spotify.com/v1/tracks/3HcB99bdn7ukgM2Rkg10WR,https://api.spotify.com/v1/audio-analysis/3HcB99bdn7ukgM2Rkg10WR,117013,4
I Paid the Iron Price,0nM1ycUKpg9101QhlkQUMf,Ramin Djawadi,0.17,0.0399,9,-21.434,0,0.049,0.28,0.691,0.0721,0.0312,123.358,audio_features,spotify:track:0nM1ycUKpg9101QhlkQUMf,https://api.spotify.com/v1/tracks/0nM1ycUKpg9101QhlkQUMf,https://api.spotify.com/v1/audio-analysis/0nM1ycUKpg9101QhlkQUMf,195547,3
Throne for the Game (feat. Bradley Hanan Carter) (feat. Bradley Hanan Carter),1acWFMiinwsTOsPjBi1rUj,Ramin Djawadi,0.117,0.00838,7,-26.745,0,0.048,0.983,0.928,0.102,0.175,82.045,audio_features,spotify:track:1acWFMiinwsTOsPjBi1rUj,https://api.spotify.com/v1/tracks/1acWFMiinwsTOsPjBi1rUj,https://api.spotify.com/v1/audio-analysis/1acWFMiinwsTOsPjBi1rUj,80227,4
A Lion's Legacy,52imN7bqAGFgsV26b1yJCP,Ramin Djawadi,0.227,0.589,5,-15.088,0,0.0398,0.339,0.792,0.106,0.0502,151.59,audio_features,spotify:track:52imN7bqAGFgsV26b1yJCP,https://api.spotify.com/v1/tracks/52imN7bqAGFgsV26b1yJCP,https://api.spotify.com/v1/audio-analysis/52imN7bqAGFgsV26b1yJCP,94787,4
No One Walks Away from Me,0r1Xk2o6N4HgQNvMGMsokF,Ramin Djawadi,0.145,0.106,7,-16.648,1,0.0468,0.287,0.868,0.103,0.0291,83.057,audio_features,spotify:track:0r1Xk2o6N4HgQNvMGMsokF,https://api.spotify.com/v1/tracks/0r1Xk2o6N4HgQNvMGMsokF,https://api.spotify.com/v1/audio-analysis/0r1Xk2o6N4HgQNvMGMsokF,131147,4
Dragonglass,0KrOBSrAPgw0qLOtLlCXbA,Ramin Djawadi,0.066,0.0729,10,-23.028,1,0.0428,0.266,0.754,0.0952,0.0297,73.484,audio_features,spotify:track:0KrOBSrAPgw0qLOtLlCXbA,https://api.spotify.com/v1/tracks/0KrOBSrAPgw0qLOtLlCXbA,https://api.spotify.com/v1/audio-analysis/0KrOBSrAPgw0qLOtLlCXbA,259613,5
Truth,0zZ61TaCzlBXP87xBa3HuI,Ramin Djawadi,0.0804,0.216,2,-13.003,0,0.0371,0.526,0.834,0.106,0.0325,82.788,audio_features,spotify:track:0zZ61TaCzlBXP87xBa3HuI,https://api.spotify.com/v1/tracks/0zZ61TaCzlBXP87xBa3HuI,https://api.spotify.com/v1/audio-analysis/0zZ61TaCzlBXP87xBa3HuI,211253,4
Dragonstone,3Exdm2xivD5Jer1XbIeFnl,Ramin Djawadi,0.169,0.237,5,-14.137,0,0.0346,0.331,0.847,0.108,0.0372,128.035,audio_features,spotify:track:3Exdm2xivD5Jer1XbIeFnl,https://api.spotify.com/v1/tracks/3Exdm2xivD5Jer1XbIeFnl,https://api.spotify.com/v1/audio-analysis/3Exdm2xivD5Jer1XbIeFnl,306120,3
See You for What You Are,6GDG1hPQpaE2uizG8euzDD,Ramin Djawadi,0.212,0.108,2,-20.814,0,0.0421,0.911,0.839,0.0669,0.0356,104.484,audio_features,spotify:track:6GDG1hPQpaE2uizG8euzDD,https://api.spotify.com/v1/tracks/6GDG1hPQpaE2uizG8euzDD,https://api.spotify.com/v1/audio-analysis/6GDG1hPQpaE2uizG8euzDD,129320,4
Gorgeous Beasts,59iibPZaub7oPy1j3ZRyaP,Ramin Djawadi,0.144,0.199,8,-17.287,1,0.0363,0.32,0.804,0.115,0.0316,103.335,audio_features,spotify:track:59iibPZaub7oPy1j3ZRyaP,https://api.spotify.com/v1/tracks/59iibPZaub7oPy1j3ZRyaP,https://api.spotify.com/v1/audio-analysis/59iibPZaub7oPy1j3ZRyaP,131413,3
"Spoils of War, Pt. 1",300QSR5uOc2fqVyWyES3tK,Ramin Djawadi,0.302,0.625,0,-11.988,1,0.0409,0.264,0.899,0.0895,0.128,180.042,audio_features,spotify:track:300QSR5uOc2fqVyWyES3tK,https://api.spotify.com/v1/tracks/300QSR5uOc2fqVyWyES3tK,https://api.spotify.com/v1/audio-analysis/300QSR5uOc2fqVyWyES3tK,233960,3
Ironborn,7xSbSCIxnBPCiNZ8hH67u7,Ramin Djawadi,0.182,0.317,0,-14.013,0,0.0324,0.398,0.857,0.0538,0.0377,84.935,audio_features,spotify:track:7xSbSCIxnBPCiNZ8hH67u7,https://api.spotify.com/v1/tracks/7xSbSCIxnBPCiNZ8hH67u7,https://api.spotify.com/v1/audio-analysis/7xSbSCIxnBPCiNZ8hH67u7,139053,4
Harry in Winter,4H3KBBAe2Fcgv9lH6E10Oe,Patrick Doyle,0.175,0.248,11,-16.707,0,0.0423,0.559,0.966,0.189,0.0396,110.447,audio_features,spotify:track:4H3KBBAe2Fcgv9lH6E10Oe,https://api.spotify.com/v1/tracks/4H3KBBAe2Fcgv9lH6E10Oe,https://api.spotify.com/v1/audio-analysis/4H3KBBAe2Fcgv9lH6E10Oe,174440,3
"Ratatouille Main Theme - From ""Ratatouille""/Score",31s6wdB4mxh5VzBifPv2y0,Michael Giacchino,0.146,0.115,11,-13.435,0,0.0377,0.916,0.917,0.345,0.0738,70.018,audio_features,spotify:track:31s6wdB4mxh5VzBifPv2y0,https://api.spotify.com/v1/tracks/31s6wdB4mxh5VzBifPv2y0,https://api.spotify.com/v1/audio-analysis/31s6wdB4mxh5VzBifPv2y0,129057,3
The Gravel Road,5k0BI2qWqutKAV6iV0ggkF,James Newton Howard,0.215,0.12,0,-22.821,1,0.0383,0.811,0.156,0.21,0.0925,86.332,audio_features,spotify:track:5k0BI2qWqutKAV6iV0ggkF,https://api.spotify.com/v1/tracks/5k0BI2qWqutKAV6iV0ggkF,https://api.spotify.com/v1/audio-analysis/5k0BI2qWqutKAV6iV0ggkF,271480,4
The Imitation Game,0o9ivTBX7mjTnaUYF4Gk6t,Alexandre Desplat,0.318,0.308,5,-13.676,0,0.0285,0.438,0.889,0.109,0.0592,103.925,audio_features,spotify:track:0o9ivTBX7mjTnaUYF4Gk6t,https://api.spotify.com/v1/tracks/0o9ivTBX7mjTnaUYF4Gk6t,https://api.spotify.com/v1/audio-analysis/0o9ivTBX7mjTnaUYF4Gk6t,157027,4
Suite from Forrest Gump,435vx38BVoUIqSG1VfoJOh,Alan Silvestri,0.111,0.103,5,-18.36,1,0.0356,0.893,0.816,0.164,0.0448,84.52,audio_features,spotify:track:435vx38BVoUIqSG1VfoJOh,https://api.spotify.com/v1/tracks/435vx38BVoUIqSG1VfoJOh,https://api.spotify.com/v1/audio-analysis/435vx38BVoUIqSG1VfoJOh,394240,4
Launch,4NYFDjsbWbmynohFRUxHP8,Trevor Rabin,0.0914,0.428,0,-11.269,1,0.0497,0.12,0.905,0.0712,0.0567,68.564,audio_features,spotify:track:4NYFDjsbWbmynohFRUxHP8,https://api.spotify.com/v1/tracks/4NYFDjsbWbmynohFRUxHP8,https://api.spotify.com/v1/audio-analysis/4NYFDjsbWbmynohFRUxHP8,471867,4
My Name Is Robert Neville,6ZDHZRegXecGHSlSFtSn2z,James Newton Howard,0.134,0.184,7,-20.038,0,0.0395,0.807,0.73,0.0938,0.0618,80.061,audio_features,spotify:track:6ZDHZRegXecGHSlSFtSn2z,https://api.spotify.com/v1/tracks/6ZDHZRegXecGHSlSFtSn2z,https://api.spotify.com/v1/audio-analysis/6ZDHZRegXecGHSlSFtSn2z,170920,3
Main Titles - Fantastic Beasts and Where to Find Them Theme,0NxX4nHODgzusB4PrM73oN,James Newton Howard,0.216,0.308,0,-16.493,1,0.0535,0.473,0.734,0.0879,0.0364,80.051,audio_features,spotify:track:0NxX4nHODgzusB4PrM73oN,https://api.spotify.com/v1/tracks/0NxX4nHODgzusB4PrM73oN,https://api.spotify.com/v1/audio-analysis/0NxX4nHODgzusB4PrM73oN,174729,3
"Long, Long Time Ago",4CqBK4pLSlMuVtHq2h4NE3,Javier Navarrete,0.2,0.0998,9,-15.901,0,0.0369,0.972,0.88,0.136,0.113,71.02,audio_features,spotify:track:4CqBK4pLSlMuVtHq2h4NE3,https://api.spotify.com/v1/tracks/4CqBK4pLSlMuVtHq2h4NE3,https://api.spotify.com/v1/audio-analysis/4CqBK4pLSlMuVtHq2h4NE3,131800,3
Pan's Labyrinth Lullaby,7cL5ePbhHQdf9435DND6iq,Javier Navarrete,0.32,0.0856,0,-20.375,0,0.0413,0.89,0.0255,0.0912,0.0815,47.382,audio_features,spotify:track:7cL5ePbhHQdf9435DND6iq,https://api.spotify.com/v1/tracks/7cL5ePbhHQdf9435DND6iq,https://api.spotify.com/v1/audio-analysis/7cL5ePbhHQdf9435DND6iq,112266,4
A Princess,7aFNXeW1wsnYeDsepr7DoS,Javier Navarrete,0.108,0.184,9,-15.38,0,0.037,0.963,0.564,0.272,0.0362,82.352,audio_features,spotify:track:7aFNXeW1wsnYeDsepr7DoS,https://api.spotify.com/v1/tracks/7aFNXeW1wsnYeDsepr7DoS,https://api.spotify.com/v1/audio-analysis/7aFNXeW1wsnYeDsepr7DoS,242253,3
Ofelia,0h8Y63789drjUQMcvrmktg,Javier Navarrete,0.185,0.211,5,-12.501,1,0.0341,0.892,0.787,0.0882,0.0385,79.553,audio_features,spotify:track:0h8Y63789drjUQMcvrmktg,https://api.spotify.com/v1/tracks/0h8Y63789drjUQMcvrmktg,https://api.spotify.com/v1/audio-analysis/0h8Y63789drjUQMcvrmktg,140466,4
Mercedes Lullaby,2TI8PiUC94xCM1ukp1tfKK,Javier Navarrete,0.142,0.068,5,-21.982,0,0.0454,0.96,0.578,0.0696,0.0772,67.693,audio_features,spotify:track:2TI8PiUC94xCM1ukp1tfKK,https://api.spotify.com/v1/tracks/2TI8PiUC94xCM1ukp1tfKK,https://api.spotify.com/v1/audio-analysis/2TI8PiUC94xCM1ukp1tfKK,97040,1
Extremely Loud and Incredibly Close,3eoeShZGzmkzqnIpHZfHPn,Alexandre Desplat,0.474,0.0118,9,-31.108,0,0.0318,0.991,0.891,0.0622,0.0656,79.1,audio_features,spotify:track:3eoeShZGzmkzqnIpHZfHPn,https://api.spotify.com/v1/tracks/3eoeShZGzmkzqnIpHZfHPn,https://api.spotify.com/v1/audio-analysis/3eoeShZGzmkzqnIpHZfHPn,117673,3
The Ludlows,6vtY2LUeXJ7KISwgiTu0Ph,James Horner,0.156,0.0223,7,-27.684,1,0.0367,0.938,0.848,0.0998,0.0495,72.844,audio_features,spotify:track:6vtY2LUeXJ7KISwgiTu0Ph,https://api.spotify.com/v1/tracks/6vtY2LUeXJ7KISwgiTu0Ph,https://api.spotify.com/v1/audio-analysis/6vtY2LUeXJ7KISwgiTu0Ph,340400,3
Heart of Courage,4JtvyWkWQTPVcroZf8JJkp,Thomas Bergersen,0.403,0.591,1,-8.126,1,0.0514,0.511,0.896,0.108,0.192,135.047,audio_features,spotify:track:4JtvyWkWQTPVcroZf8JJkp,https://api.spotify.com/v1/tracks/4JtvyWkWQTPVcroZf8JJkp,https://api.spotify.com/v1/audio-analysis/4JtvyWkWQTPVcroZf8JJkp,117395,4
A Gift Of A Thistle,7MGFhIe9CBI5baTwLMj7iE,James Horner,0.0828,0.012,9,-36.045,0,0.0451,0.9,0.812,0.0875,0.0578,169.895,audio_features,spotify:track:7MGFhIe9CBI5baTwLMj7iE,https://api.spotify.com/v1/tracks/7MGFhIe9CBI5baTwLMj7iE,https://api.spotify.com/v1/audio-analysis/7MGFhIe9CBI5baTwLMj7iE,97667,3
Arrival of the Birds,1xRCmlU2GyzGem2vw4glxK,The Cinematic Orchestra,0.39,0.123,3,-17.706,0,0.0394,0.944,0.918,0.0915,0.0579,129.947,audio_features,spotify:track:1xRCmlU2GyzGem2vw4glxK,https://api.spotify.com/v1/tracks/1xRCmlU2GyzGem2vw4glxK,https://api.spotify.com/v1/audio-analysis/1xRCmlU2GyzGem2vw4glxK,158347,3
The Heart Asks Pleasure First / The Promise - Edit,2Yjv7MOdst5y6fFsq4cKOL,Michael Nyman,0.208,0.276,9,-14.648,0,0.0293,0.961,0.92,0.129,0.231,177.108,audio_features,spotify:track:2Yjv7MOdst5y6fFsq4cKOL,https://api.spotify.com/v1/tracks/2Yjv7MOdst5y6fFsq4cKOL,https://api.spotify.com/v1/audio-analysis/2Yjv7MOdst5y6fFsq4cKOL,191867,3
Crusaders,1NpSdOfFA7XPpEKlTV4OTr,Harry Gregson-Williams,0.443,0.173,5,-21.11,0,0.0366,0.409,0.967,0.0993,0.0348,118.147,audio_features,spotify:track:1NpSdOfFA7XPpEKlTV4OTr,https://api.spotify.com/v1/tracks/1NpSdOfFA7XPpEKlTV4OTr,https://api.spotify.com/v1/audio-analysis/1NpSdOfFA7XPpEKlTV4OTr,100467,4
The Mission: Gabriel's Oboe,4tZIHyRe46VpgRYMJWcqPO,Ennio Morricone,0.161,0.261,2,-13.907,1,0.0376,0.978,0.902,0.134,0.0477,70.282,audio_features,spotify:track:4tZIHyRe46VpgRYMJWcqPO,https://api.spotify.com/v1/tracks/4tZIHyRe46VpgRYMJWcqPO,https://api.spotify.com/v1/audio-analysis/4tZIHyRe46VpgRYMJWcqPO,192067,5
The Piano Duet,2CPnPnfbCMESaNpBQbeA0X,Danny Elfman,0.475,0.0931,2,-20.771,0,0.0532,0.99,0.951,0.0899,0.188,134.217,audio_features,spotify:track:2CPnPnfbCMESaNpBQbeA0X,https://api.spotify.com/v1/tracks/2CPnPnfbCMESaNpBQbeA0X,https://api.spotify.com/v1/audio-analysis/2CPnPnfbCMESaNpBQbeA0X,113307,4
Juliet's Dream,1CpscCIJ2E5EtpMThnxkds,Abel Korzeniowski,0.505,0.0994,10,-21.953,0,0.0378,0.941,0.969,0.106,0.158,142.873,audio_features,spotify:track:1CpscCIJ2E5EtpMThnxkds,https://api.spotify.com/v1/tracks/1CpscCIJ2E5EtpMThnxkds,https://api.spotify.com/v1/audio-analysis/1CpscCIJ2E5EtpMThnxkds,223000,4
Victor's Piano Solo,1fvRueeK5f60hkG1VzoXXq,Danny Elfman,0.41,0.0262,1,-26.593,0,0.0384,0.983,0.925,0.123,0.237,142.138,audio_features,spotify:track:1fvRueeK5f60hkG1VzoXXq,https://api.spotify.com/v1/tracks/1fvRueeK5f60hkG1VzoXXq,https://api.spotify.com/v1/audio-analysis/1fvRueeK5f60hkG1VzoXXq,78000,3
Fireside Dance,0zZYU15GDWO11S4THdzec5,Danny Elfman,0.456,0.228,1,-15.66,1,0.0346,0.919,0.886,0.0715,0.077,139.986,audio_features,spotify:track:0zZYU15GDWO11S4THdzec5,https://api.spotify.com/v1/tracks/0zZYU15GDWO11S4THdzec5,https://api.spotify.com/v1/audio-analysis/0zZYU15GDWO11S4THdzec5,79960,3
Against All Odds,6U0pymUjCCEitTL2umRkRt,Ramin Djawadi,0.141,0.575,2,-11.047,0,0.0486,0.277,0.846,0.0949,0.101,81.615,audio_features,spotify:track:6U0pymUjCCEitTL2umRkRt,https://api.spotify.com/v1/tracks/6U0pymUjCCEitTL2umRkRt,https://api.spotify.com/v1/audio-analysis/6U0pymUjCCEitTL2umRkRt,468560,4
"Once Upon a December (From The ""Anastasia"" Soundtrack)",15NNe4V26FOiwagrNb4lbS,Liz Callaway,0.268,0.305,11,-12.608,0,0.0379,0.646,2.5e-05,0.169,0.307,135.806,audio_features,spotify:track:15NNe4V26FOiwagrNb4lbS,https://api.spotify.com/v1/tracks/15NNe4V26FOiwagrNb4lbS,https://api.spotify.com/v1/audio-analysis/15NNe4V26FOiwagrNb4lbS,168733,3
Once Upon a December (from Anastasia),2PCTrOWob0vs0io6pfGOYS,Emile Pandolfi,0.239,0.173,11,-19.353,0,0.0362,0.981,0.929,0.16,0.131,72.718,audio_features,spotify:track:2PCTrOWob0vs0io6pfGOYS,https://api.spotify.com/v1/tracks/2PCTrOWob0vs0io6pfGOYS,https://api.spotify.com/v1/audio-analysis/2PCTrOWob0vs0io6pfGOYS,252253,4
